ticket_id,created_at,resolved_at,channel,agent_id,category,priority,status,subject,body,resolution_note,word_count,product,company,language,region,severity,tags,root_cause,knowledge_article,customer_satisfaction,conversation
TK-000283,2026-03-23 20:16:23,,phone_callback,AGT-011,shipping,low,escalated,Order shipped to wrong address,My order #44370 should have contained 6 items but only 4 arrived. Missing: Optional tangible policy.,,16,Payment API,Oracle,Arabic,Egypt,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",,"Customer: My order #44370 should have contained 6 items but only 4 arrived. Missing: Optional tangible policy.
Support: Issue is under investigation."
TK-000566,2026-04-29 10:24:16,2026-05-01 11:24:16,social_media,AGT-011,product,low,resolved,Is API webhooks available on the mobile app?,Do you have a video tutorial or step-by-step guide for setting up dark mode?,Shared tutorial video and written guide. Customer confirmed issue resolved.,14,CRM System,Amazon,Arabic,Saudi Arabia,Critical,product,Missing documentation,Provide product documentation and user guide.,4.0,"Customer: Do you have a video tutorial or step-by-step guide for setting up dark mode?
Support: Shared tutorial video and written guide. Customer confirmed issue resolved."
TK-000388,2026-03-19 19:34:40,,email,AGT-009,account,medium,in_progress,Change primary account owner,I want to close my account permanently but the delete option is greyed out in settings.,,16,Web Platform,Cisco,Arabic,UAE,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: I want to close my account permanently but the delete option is greyed out in settings.
Support: Issue is under investigation."
TK-000136,2026-01-26 23:00:01,2026-01-28 07:00:01,phone_callback,AGT-002,account,medium,closed,Need to update email address on file,I am leaving the company. Need to transfer account ownership to pgonzalez@example.org.,Unlocked account after identity verification. Advised customer to use password manager.,12,Mobile App,Intel,Arabic,Saudi Arabia,Major,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",5.0,"Customer: I am leaving the company. Need to transfer account ownership to pgonzalez@example.org.
Support: Unlocked account after identity verification. Advised customer to use password manager."
TK-000783,2026-01-04 22:47:58,2026-01-07 10:47:58,web_form,AGT-009,shipping,medium,resolved,Return shipment not picked up,My package arrived with significant damage. Contents are broken. Order #63051. Photos attached.,Missing item located in warehouse. Shipped separately with tracking. Customer confirmed receipt.,13,Desktop Client,Dell,English,UK,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",5.0,"Customer: My package arrived with significant damage. Contents are broken. Order #63051. Photos attached.
Support: Missing item located in warehouse. Shipped separately with tracking. Customer confirmed receipt."
TK-000843,2026-04-23 16:49:31,2026-04-25 03:49:31,web_form,AGT-010,shipping,medium,resolved,Received wrong item in my order,My package arrived with significant damage. Contents are broken. Order #54060. Photos attached.,Investigated: address was cached from previous order. Refund issued; reshipment to correct address.,13,CRM System,Amazon,English,UAE,Minor,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",4.0,"Customer: My package arrived with significant damage. Contents are broken. Order #54060. Photos attached.
Support: Investigated: address was cached from previous order. Refund issued; reshipment to correct address."
TK-000684,2026-03-04 05:37:06,2026-03-04 10:37:06,phone_callback,AGT-006,billing,high,resolved,Tax exemption certificate not processed,I requested a refund 28 days ago (ticket ref TK-121510) but have not received it yet. Please expedite.,Verified the charge discrepancy. Issued a credit of $285.43 to the account. Customer notified.,18,Web Platform,Google,English,Saudi Arabia,Critical,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",4.0,"Customer: I requested a refund 28 days ago (ticket ref TK-121510) but have not received it yet. Please expedite.
Support: Verified the charge discrepancy. Issued a credit of $285.43 to the account. Customer notified."
TK-000462,2026-01-22 00:19:45,2026-01-23 16:19:45,phone_callback,AGT-014,technical,high,resolved,Login page returns 500 error,The dashboard takes over 62 seconds to load. This is affecting our team's productivity.,Identified a bug in v2.4.17 causing crashes on macOS 14. Hotfix deployed. Customer asked to update.,14,Payment API,IBM,Arabic,USA,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",4.0,"Customer: The dashboard takes over 62 seconds to load. This is affecting our team's productivity.
Support: Identified a bug in v2.4.17 causing crashes on macOS 14. Hotfix deployed. Customer asked to update."
TK-000969,2026-01-14 00:58:27,,chat,AGT-010,shipping,low,in_progress,Received wrong item in my order,The tracking for order #92660 has been stuck on 'Processing' for 12 days with no updates.,,16,Cloud Dashboard,Cisco,English,Saudi Arabia,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",,"Customer: The tracking for order #92660 has been stuck on 'Processing' for 12 days with no updates.
Support: Issue is under investigation."
TK-000656,2026-06-18 12:57:35,2026-06-19 11:57:35,phone_callback,AGT-012,account,medium,resolved,Cannot delete my account,I sent a team invite to chelseaharris@example.com 26 days ago but they say they never received it.,Accounts merged successfully. Data audit performed. Customer notified.,17,Desktop Client,Cisco,Arabic,Saudi Arabia,Minor,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",5.0,"Customer: I sent a team invite to chelseaharris@example.com 26 days ago but they say they never received it.
Support: Accounts merged successfully. Data audit performed. Customer notified."
TK-000286,2026-05-01 11:36:12,,phone_callback,AGT-020,general,low,in_progress,Looking for a partner/reseller program,We are a company in the EU. Can you confirm your data storage and processing is GDPR compliant?,,18,Cloud Dashboard,Oracle,Arabic,USA,Minor,general,Customer information request,Answer customer inquiry using the official knowledge base.,,"Customer: We are a company in the EU. Can you confirm your data storage and processing is GDPR compliant?
Support: Issue is under investigation."
TK-000311,2026-03-05 03:38:57,,chat,AGT-015,general,low,in_progress,Looking for a case study or demo,We are a company in the EU. Can you confirm your data storage and processing is GDPR compliant?,,18,Payment API,Amazon,Arabic,UAE,Critical,general,Customer information request,Answer customer inquiry using the official knowledge base.,,"Customer: We are a company in the EU. Can you confirm your data storage and processing is GDPR compliant?
Support: Issue is under investigation."
TK-000737,2026-06-26 00:23:41,,chat,AGT-016,account,high,in_progress,Team member invite not received,I sent a team invite to curtisstacy@example.net 24 days ago but they say they never received it.,,17,CRM System,Oracle,English,Germany,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: I sent a team invite to curtisstacy@example.net 24 days ago but they say they never received it.
Support: Issue is under investigation."
TK-000764,2026-01-16 22:24:37,,chat,AGT-009,technical,medium,open,Login page returns 500 error,OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: marysantiago@example.org.,,16,CRM System,Google,Arabic,Germany,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: marysantiago@example.org.
Support: Issue is under investigation."
TK-000633,2026-02-27 16:11:58,2026-03-02 05:11:58,phone_callback,AGT-011,technical,low,resolved,Dashboard loading very slowly,The app crashes every time I open it since the update on 2026-05-16. I am on macOS 14 version 4.8.7. Error log: ERR-Qwyx-8007.,Root cause: database connection pool exhaustion. Increased pool size. Monitored for 1 hour – stable.,23,CRM System,Dell,Arabic,Germany,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",3.0,"Customer: The app crashes every time I open it since the update on 2026-05-16. I am on macOS 14 version 4.8.7. Error log: ERR-Qwyx-8007.
Support: Root cause: database connection pool exhaustion. Increased pool size. Monitored for 1 hour – stable."
TK-000804,2026-06-26 17:04:21,2026-06-26 18:04:21,phone_callback,AGT-018,general,high,resolved,Looking for a partner/reseller program,We need to confirm the platform meets WCAG 2.1 AA accessibility standards before purchasing.,Sent onboarding guide and welcome email with quick-start video.,14,Payment API,Amazon,Arabic,Saudi Arabia,Major,general,Customer information request,Answer customer inquiry using the official knowledge base.,4.0,"Customer: We need to confirm the platform meets WCAG 2.1 AA accessibility standards before purchasing.
Support: Sent onboarding guide and welcome email with quick-start video."
TK-000610,2026-04-08 05:16:14,2026-04-09 09:16:14,social_media,AGT-016,technical,high,closed,File upload fails for files over 15MB,The dashboard takes over 16 seconds to load. This is affecting our team's productivity.,Increased upload size limit for account plan. Customer confirmed large files uploading correctly.,14,Mobile App,IBM,Arabic,UK,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",5.0,"Customer: The dashboard takes over 16 seconds to load. This is affecting our team's productivity.
Support: Increased upload size limit for account plan. Customer confirmed large files uploading correctly."
TK-000399,2026-03-20 12:58:48,2026-03-22 21:58:48,phone_callback,AGT-008,shipping,high,resolved,Return shipment not picked up,The tracking for order #85199 has been stuck on 'Out for Delivery' for 27 days with no updates.,Tracking system glitch identified. Actual package in transit. Customer updated with real ETA.,18,Mobile App,Cisco,English,Saudi Arabia,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",5.0,"Customer: The tracking for order #85199 has been stuck on 'Out for Delivery' for 27 days with no updates.
Support: Tracking system glitch identified. Actual package in transit. Customer updated with real ETA."
TK-000900,2026-04-09 03:01:40,2026-04-09 21:01:40,email,AGT-012,shipping,high,closed,Missing item from multi-item order,My order was delivered to an old address even though I updated my address before placing the order.,Damage claim filed with carrier. Replacement order created and shipped. Photo evidence retained.,18,Cloud Dashboard,IBM,English,UK,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",5.0,"Customer: My order was delivered to an old address even though I updated my address before placing the order.
Support: Damage claim filed with carrier. Replacement order created and shipped. Photo evidence retained."
TK-000526,2026-05-03 11:27:50,2026-05-05 21:27:50,email,AGT-005,product,low,resolved,Compatibility question about Salesforce,I can access audit logs on the web but it doesn't seem to exist in the mobile app. Any plans to add it?,Docs team notified. Updated documentation sent directly to customer.,23,Payment API,Microsoft,English,Egypt,Minor,product,Missing documentation,Provide product documentation and user guide.,4.0,"Customer: I can access audit logs on the web but it doesn't seem to exist in the mobile app. Any plans to add it?
Support: Docs team notified. Updated documentation sent directly to customer."
TK-000206,2026-04-17 20:38:56,2026-04-18 10:38:56,email,AGT-008,technical,medium,closed,API rate limit exceeded unexpectedly,Our API key is hitting rate limits even though we are well within the documented quota. Account ID: 47390.,Fixed CSV export encoding issue in backend. Customer re-ran export successfully.,19,Web Platform,Amazon,Arabic,Saudi Arabia,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",4.0,"Customer: Our API key is hitting rate limits even though we are well within the documented quota. Account ID: 47390.
Support: Fixed CSV export encoding issue in backend. Customer re-ran export successfully."
TK-000021,2026-03-16 19:16:04,2026-03-17 21:16:04,chat,AGT-008,product,high,resolved,Product documentation is unclear for mobile notifications,Do you have a video tutorial or step-by-step guide for setting up mobile notifications?,Enhancement suggestion logged for next sprint review. Customer thanked for feedback.,14,Web Platform,Microsoft,Arabic,USA,Critical,product,Missing documentation,Provide product documentation and user guide.,3.0,"Customer: Do you have a video tutorial or step-by-step guide for setting up mobile notifications?
Support: Enhancement suggestion logged for next sprint review. Customer thanked for feedback."
TK-000967,2026-04-17 10:58:02,2026-04-19 11:58:02,phone_callback,AGT-013,billing,low,resolved,Incorrect charge on my invoice,I was charged $370.74 on 2026-06-25 but this does not match my plan. My account email is ashley09@example.org. Please review and correct.,Located the refund request. Escalated to finance team. ETA updated and customer informed.,22,Desktop Client,Microsoft,Arabic,UK,Major,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",4.0,"Customer: I was charged $370.74 on 2026-06-25 but this does not match my plan. My account email is ashley09@example.org. Please review and correct.
Support: Located the refund request. Escalated to finance team. ETA updated and customer informed."
TK-000773,2026-01-27 23:31:10,,phone_callback,AGT-006,billing,high,in_progress,Unexpected subscription renewal charge,I cancelled my subscription on 2026-05-26 but was still charged $348.95 for the next cycle.,,15,CRM System,Amazon,Arabic,UK,Major,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: I cancelled my subscription on 2026-05-26 but was still charged $348.95 for the next cycle.
Support: Issue is under investigation."
TK-000563,2026-01-11 16:12:06,2026-01-12 13:12:06,web_form,AGT-002,account,low,resolved,Cannot delete my account,I have two accounts (laura79@example.net and another) that I want to merge. Please guide me.,Sent email change verification link. Customer confirmed update completed.,15,CRM System,Oracle,Arabic,Saudi Arabia,Minor,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",5.0,"Customer: I have two accounts (laura79@example.net and another) that I want to merge. Please guide me.
Support: Sent email change verification link. Customer confirmed update completed."
TK-000048,2026-05-29 12:49:03,2026-05-31 21:49:03,email,AGT-003,technical,medium,closed,Dashboard loading very slowly,The dashboard takes over 116 seconds to load. This is affecting our team's productivity.,Found misconfiguration in rate-limit tier for this account. Corrected and documented.,14,CRM System,Microsoft,Arabic,UAE,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",3.0,"Customer: The dashboard takes over 116 seconds to load. This is affecting our team's productivity.
Support: Found misconfiguration in rate-limit tier for this account. Corrected and documented."
TK-000369,2026-03-27 11:12:41,2026-03-28 11:12:41,phone_callback,AGT-002,billing,medium,closed,Tax exemption certificate not processed,I requested a refund 16 days ago (ticket ref TK-001917) but have not received it yet. Please expedite.,Subscription cancellation confirmed. Refund processed for the extra billing cycle.,18,Web Platform,Microsoft,English,Egypt,Critical,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",5.0,"Customer: I requested a refund 16 days ago (ticket ref TK-001917) but have not received it yet. Please expedite.
Support: Subscription cancellation confirmed. Refund processed for the extra billing cycle."
TK-000451,2026-02-13 12:46:40,2026-02-14 18:46:40,email,AGT-020,general,medium,resolved,Looking for a case study or demo,"Can you share a case study for a company similar to ours, or arrange a product demo?",Shared SLA document outlining support hours and response time commitments by plan tier.,17,Cloud Dashboard,Google,Arabic,UK,Minor,general,Customer information request,Answer customer inquiry using the official knowledge base.,3.0,"Customer: Can you share a case study for a company similar to ours, or arrange a product demo?
Support: Shared SLA document outlining support hours and response time commitments by plan tier."
TK-000923,2026-06-05 18:09:04,2026-06-08 14:09:04,social_media,AGT-014,shipping,high,closed,Received wrong item in my order,"I need to change the delivery address for order #58777 before it ships. New address: 66331 Carol Forges, Leeland, NM 76017.",Investigated: address was cached from previous order. Refund issued; reshipment to correct address.,21,CRM System,Intel,English,Saudi Arabia,Minor,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",4.0,"Customer: I need to change the delivery address for order #58777 before it ships. New address: 66331 Carol Forges, Leeland, NM 76017.
Support: Investigated: address was cached from previous order. Refund issued; reshipment to correct address."
TK-000237,2026-03-23 14:24:05,2026-03-24 15:24:05,web_form,AGT-015,general,low,resolved,Looking for a partner/reseller program,We have a team of 12284 users. Can you provide custom/enterprise pricing?,Scheduled 30-minute demo. Sent relevant case study PDF post-call.,12,Payment API,IBM,Arabic,UK,Major,general,Customer information request,Answer customer inquiry using the official knowledge base.,3.0,"Customer: We have a team of 12284 users. Can you provide custom/enterprise pricing?
Support: Scheduled 30-minute demo. Sent relevant case study PDF post-call."
TK-000359,2026-03-05 18:24:42,2026-03-07 13:24:42,social_media,AGT-005,billing,high,resolved,Double billing issue,I updated my billing address last week but my latest invoice still shows the old address.,Verified the charge discrepancy. Issued a credit of $461.46 to the account. Customer notified.,16,Mobile App,Amazon,Arabic,UK,Critical,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",3.0,"Customer: I updated my billing address last week but my latest invoice still shows the old address.
Support: Verified the charge discrepancy. Issued a credit of $461.46 to the account. Customer notified."
TK-000284,2026-01-14 12:06:15,2026-01-15 13:06:15,email,AGT-005,technical,low,closed,Application crashes on startup,The app crashes every time I open it since the update on 2026-06-17. I am on Ubuntu 22.04 version 4.8.5. Error log: ERR-kZyf-1425.,OTP delivery issue traced to SMS provider outage. Switched to backup provider. OTP now working.,23,Mobile App,Cisco,English,USA,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",3.0,"Customer: The app crashes every time I open it since the update on 2026-06-17. I am on Ubuntu 22.04 version 4.8.5. Error log: ERR-kZyf-1425.
Support: OTP delivery issue traced to SMS provider outage. Switched to backup provider. OTP now working."
TK-000863,2026-06-10 01:55:45,2026-06-11 19:55:45,chat,AGT-006,shipping,medium,closed,Received wrong item in my order,My order #64509 was supposed to arrive 6 days ago but I still haven't received it. Tracking: TK-671920.,Wrong item confirmed. Correct item reshipped with priority delivery. Return label sent for wrong item.,18,Cloud Dashboard,Cisco,Arabic,Saudi Arabia,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",3.0,"Customer: My order #64509 was supposed to arrive 6 days ago but I still haven't received it. Tracking: TK-671920.
Support: Wrong item confirmed. Correct item reshipped with priority delivery. Return label sent for wrong item."
TK-000214,2026-02-26 19:31:51,2026-03-01 02:31:51,social_media,AGT-006,account,low,resolved,Profile photo not updating,I have two accounts (patrick04@example.net and another) that I want to merge. Please guide me.,Photo CDN cache cleared for account. Customer confirmed new photo is visible.,15,Desktop Client,Cisco,English,Egypt,Major,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",3.0,"Customer: I have two accounts (patrick04@example.net and another) that I want to merge. Please guide me.
Support: Photo CDN cache cleared for account. Customer confirmed new photo is visible."
TK-000247,2026-03-27 14:08:43,,social_media,AGT-002,technical,high,open,Two-factor authentication not sending OTP,Uploads above 67MB fail with a timeout error. We regularly upload large datasets.,,13,CRM System,Google,Arabic,Egypt,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: Uploads above 67MB fail with a timeout error. We regularly upload large datasets.
Support: Issue is under investigation."
TK-000421,2026-04-20 10:03:51,,phone_callback,AGT-004,account,medium,open,Account locked after too many login attempts,I want to close my account permanently but the delete option is greyed out in settings.,,16,Cloud Dashboard,Intel,Arabic,Saudi Arabia,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: I want to close my account permanently but the delete option is greyed out in settings.
Support: Issue is under investigation."
TK-000926,2026-01-28 07:54:41,2026-01-28 22:54:41,chat,AGT-009,technical,high,resolved,Data export feature not working,OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: christinawood@example.net.,Integration token expired silently after update. Guided customer to re-authenticate. Sync restored.,16,Desktop Client,Amazon,English,UK,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",5.0,"Customer: OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: christinawood@example.net.
Support: Integration token expired silently after update. Guided customer to re-authenticate. Sync restored."
TK-000027,2026-03-25 14:55:49,2026-03-28 01:55:49,social_media,AGT-006,billing,medium,resolved,Double billing issue,I requested a refund 16 days ago (ticket ref TK-991251) but have not received it yet. Please expedite.,Subscription cancellation confirmed. Refund processed for the extra billing cycle.,18,CRM System,Amazon,Arabic,Saudi Arabia,Major,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",5.0,"Customer: I requested a refund 16 days ago (ticket ref TK-991251) but have not received it yet. Please expedite.
Support: Subscription cancellation confirmed. Refund processed for the extra billing cycle."
TK-000449,2026-02-28 06:57:07,,email,AGT-003,product,medium,in_progress,Looking for a tutorial on dark mode,It would be great if you could add dark mode to the product. This would save our team a lot of time.,,22,Desktop Client,Microsoft,Arabic,Saudi Arabia,Major,product,Missing documentation,Provide product documentation and user guide.,,"Customer: It would be great if you could add dark mode to the product. This would save our team a lot of time.
Support: Issue is under investigation."
TK-000736,2026-06-18 20:47:02,,social_media,AGT-007,shipping,low,escalated,Received wrong item in my order,My order was delivered to an old address even though I updated my address before placing the order.,,18,Web Platform,Dell,Arabic,Egypt,Minor,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",,"Customer: My order was delivered to an old address even though I updated my address before placing the order.
Support: Issue is under investigation."
TK-000119,2026-06-09 01:25:48,2026-06-11 18:25:48,email,AGT-004,shipping,high,closed,Missing item from multi-item order,My order #80391 should have contained 3 items but only 2 arrived. Missing: Re-contextualized tangible array.,Rescheduled pickup with courier. Customer confirmed pickup completed.,16,Web Platform,Google,Arabic,UK,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",3.0,"Customer: My order #80391 should have contained 3 items but only 2 arrived. Missing: Re-contextualized tangible array.
Support: Rescheduled pickup with courier. Customer confirmed pickup completed."
TK-000914,2026-03-25 19:21:50,2026-03-26 07:21:50,phone_callback,AGT-011,product,high,closed,Feature request: dark mode,We want to integrate with Zapier. Can you confirm compatibility with your API v3.2.9?,Shared tutorial video and written guide. Customer confirmed issue resolved.,14,Mobile App,Intel,English,UK,Minor,product,Missing documentation,Provide product documentation and user guide.,5.0,"Customer: We want to integrate with Zapier. Can you confirm compatibility with your API v3.2.9?
Support: Shared tutorial video and written guide. Customer confirmed issue resolved."
TK-000814,2026-03-29 01:50:35,2026-03-29 22:50:35,web_form,AGT-001,shipping,high,resolved,Request to change delivery address,My order #63002 should have contained 5 items but only 2 arrived. Missing: Intuitive multimedia ability.,Investigated with carrier. Package was delayed at regional hub. Expedited delivery – arrived next day.,16,Web Platform,Microsoft,English,USA,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",5.0,"Customer: My order #63002 should have contained 5 items but only 2 arrived. Missing: Intuitive multimedia ability.
Support: Investigated with carrier. Package was delayed at regional hub. Expedited delivery – arrived next day."
TK-000153,2026-06-13 09:23:18,2026-06-13 19:23:18,email,AGT-005,account,low,closed,Need to update email address on file,I sent a team invite to vdavis@example.org 22 days ago but they say they never received it.,Checked email delivery logs – reset email was going to spam folder. Resent and advised customer.,17,Web Platform,IBM,English,Egypt,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",5.0,"Customer: I sent a team invite to vdavis@example.org 22 days ago but they say they never received it.
Support: Checked email delivery logs – reset email was going to spam folder. Resent and advised customer."
TK-000471,2026-02-06 02:18:35,,phone_callback,AGT-010,account,medium,in_progress,Cannot reset my password,The password reset email is not arriving at mhancock@example.net. I have checked spam. Please help me reset manually.,,18,Web Platform,IBM,English,UAE,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: The password reset email is not arriving at mhancock@example.net. I have checked spam. Please help me reset manually.
Support: Issue is under investigation."
TK-000731,2026-05-19 22:40:43,,phone_callback,AGT-017,account,high,escalated,Need to update email address on file,I am leaving the company. Need to transfer account ownership to popejohn@example.com.,,12,Web Platform,Microsoft,English,Saudi Arabia,Minor,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: I am leaving the company. Need to transfer account ownership to popejohn@example.com.
Support: Issue is under investigation."
TK-000953,2026-03-25 03:49:58,2026-03-25 04:49:58,web_form,AGT-012,general,low,resolved,Is my data GDPR compliant?,I came across your service online and want to know more about what you offer before signing up.,Provided product overview and feature sheet. Offered to schedule a demo call.,18,CRM System,Cisco,English,USA,Minor,general,Customer information request,Answer customer inquiry using the official knowledge base.,4.0,"Customer: I came across your service online and want to know more about what you offer before signing up.
Support: Provided product overview and feature sheet. Offered to schedule a demo call."
TK-000496,2026-05-25 00:29:40,2026-05-27 03:29:40,email,AGT-016,shipping,low,closed,Order #24953 not delivered after 26 days,My package arrived with significant damage. Contents are broken. Order #90273. Photos attached.,Investigated with carrier. Package was delayed at regional hub. Expedited delivery – arrived next day.,13,Desktop Client,IBM,English,USA,Minor,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",4.0,"Customer: My package arrived with significant damage. Contents are broken. Order #90273. Photos attached.
Support: Investigated with carrier. Package was delayed at regional hub. Expedited delivery – arrived next day."
TK-000002,2026-02-22 00:07:39,,email,AGT-012,billing,low,open,Incorrect charge on my invoice,I cancelled my subscription on 2026-05-21 but was still charged $82.67 for the next cycle.,,15,Desktop Client,Microsoft,English,UK,Major,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: I cancelled my subscription on 2026-05-21 but was still charged $82.67 for the next cycle.
Support: Issue is under investigation."
TK-000135,2026-03-03 11:42:27,2026-03-05 18:42:27,social_media,AGT-020,billing,medium,resolved,Incorrect charge on my invoice,My account shows two identical charges of $226.75 on the same date. I need a refund for the duplicate.,Located the refund request. Escalated to finance team. ETA updated and customer informed.,19,Web Platform,Google,English,Egypt,Minor,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",4.0,"Customer: My account shows two identical charges of $226.75 on the same date. I need a refund for the duplicate.
Support: Located the refund request. Escalated to finance team. ETA updated and customer informed."
TK-000641,2026-05-31 21:02:42,2026-06-03 21:02:42,web_form,AGT-001,general,medium,closed,Looking for a case study or demo,We need to confirm the platform meets WCAG 2.1 AA accessibility standards before purchasing.,Sent DPA and GDPR compliance documentation. Offered to connect with our DPO.,14,Web Platform,Oracle,Arabic,Egypt,Critical,general,Customer information request,Answer customer inquiry using the official knowledge base.,5.0,"Customer: We need to confirm the platform meets WCAG 2.1 AA accessibility standards before purchasing.
Support: Sent DPA and GDPR compliance documentation. Offered to connect with our DPO."
TK-000622,2026-04-03 21:21:57,2026-04-05 22:21:57,phone_callback,AGT-009,billing,medium,resolved,Billing address update not reflected,My account shows two identical charges of $201.5 on the same date. I need a refund for the duplicate.,Subscription cancellation confirmed. Refund processed for the extra billing cycle.,19,Cloud Dashboard,Intel,English,Egypt,Critical,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",4.0,"Customer: My account shows two identical charges of $201.5 on the same date. I need a refund for the duplicate.
Support: Subscription cancellation confirmed. Refund processed for the extra billing cycle."
TK-000819,2026-01-28 19:46:19,2026-01-29 14:46:19,web_form,AGT-011,product,low,resolved,Feature request: API webhooks,We want to integrate with HubSpot. Can you confirm compatibility with your API v4.2.18?,Enhancement suggestion logged for next sprint review. Customer thanked for feedback.,14,Desktop Client,Dell,Arabic,USA,Major,product,Missing documentation,Provide product documentation and user guide.,4.0,"Customer: We want to integrate with HubSpot. Can you confirm compatibility with your API v4.2.18?
Support: Enhancement suggestion logged for next sprint review. Customer thanked for feedback."
TK-000416,2026-03-13 23:07:10,,email,AGT-012,billing,low,in_progress,Incorrect charge on my invoice,My account shows two identical charges of $52.02 on the same date. I need a refund for the duplicate.,,19,CRM System,Dell,English,USA,Minor,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: My account shows two identical charges of $52.02 on the same date. I need a refund for the duplicate.
Support: Issue is under investigation."
TK-000409,2026-04-21 06:19:00,2026-04-22 11:19:00,phone_callback,AGT-005,shipping,medium,resolved,Order #49443 not delivered after 11 days,My order #11390 was supposed to arrive 14 days ago but I still haven't received it. Tracking: TK-608623.,Damage claim filed with carrier. Replacement order created and shipped. Photo evidence retained.,18,Payment API,Microsoft,English,USA,Minor,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",3.0,"Customer: My order #11390 was supposed to arrive 14 days ago but I still haven't received it. Tracking: TK-608623.
Support: Damage claim filed with carrier. Replacement order created and shipped. Photo evidence retained."
TK-000300,2026-06-04 05:46:39,,phone_callback,AGT-016,general,low,escalated,Request for enterprise pricing,We are interested in reselling your product. Do you have a partner programme?,,13,Payment API,Dell,Arabic,Germany,Critical,general,Customer information request,Answer customer inquiry using the official knowledge base.,,"Customer: We are interested in reselling your product. Do you have a partner programme?
Support: Issue is under investigation."
TK-000327,2026-01-12 04:16:59,,phone_callback,AGT-013,technical,high,escalated,API rate limit exceeded unexpectedly,Trying to export data as CSV returns a blank file. Happens for date ranges over 4 days.,,17,Mobile App,Google,English,USA,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: Trying to export data as CSV returns a blank file. Happens for date ranges over 4 days.
Support: Issue is under investigation."
